사번,작업일,쿼리(일부)
O1503832,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"select user from dual"
O1503832,31-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,31-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,31-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,31-MAR-17,"select user from dual"
O1503832,31-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,31-MAR-17,"SELECT *
FROM LND.LNa710"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,30-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,30-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,30-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,30-MAR-17,"select user from dual"
O1503832,30-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,30-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,30-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,30-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,30-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,30-MAR-17,"select user from dual"
O1503832,30-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,30-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT *
FROM LND.LNa700"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT *
FROM LND.LNJ101"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,30-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,30-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,30-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,30-MAR-17,"select user from dual"
O1503832,30-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,30-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,30-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,30-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,30-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,30-MAR-17,"select user from dual"
O1503832,30-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,30-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,30-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '1'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '1'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '2'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '2'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '2'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '2'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '1'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '2'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '1'"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
AND  BUY_SELL_TC  = '1'"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
--AND  BUY_SELL_TC  = '"
O1503832,29-MAR-17,"SELECT *
FROM LND.LNJ100
where JDM_ASK_TC  = '1'"
O1503832,29-MAR-17,"SELECT distinct(EG_COCH_TYPE_NM)
FROM LND.LNa603
WHERE ORG_C = '001'
SELECT *"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
--AND  BUY_SELL_TC  = '"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"SELECT *
FROM ASD.ASEBUM
WHERE ORG_C         =  '001'
--AND  BUY_SELL_TC  = '"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,29-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,29-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,29-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,29-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,29-MAR-17,"select user from dual"
O1503832,29-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,29-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,28-MAR-17,"SELECT *
FROM LID.LIT835
WHERE  ORG_C         =  '001'"
O1503832,28-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,28-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,28-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,28-MAR-17,"select user from dual"
O1503832,28-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,28-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,28-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,28-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,28-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,28-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,28-MAR-17,"select user from dual"
O1503832,28-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,28-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,28-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,28-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,28-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,28-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,28-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,28-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,28-MAR-17,"select user from dual"
O1503832,28-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,28-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,28-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,28-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,28-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,28-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,28-MAR-17,"select user from dual"
O1503832,28-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,28-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,28-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,28-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,28-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,28-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,28-MAR-17,"select user from dual"
O1503832,28-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,28-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,28-MAR-17,"SELECT A.ORG_C,
A.EBIL_NO 환어음번호 ,
decod"
O1503832,28-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,28-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,28-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1503832,28-MAR-17,"select user from dual"
O1503832,28-MAR-17,"select limit from user_resource_limits where resource_name = 'IDLE_TIME'"
O1503832,28-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1503832,28-MAR-17,"select * from EFD.EFEBIL where org_c ='001' and TAKE_RJCT_BILL_NO ='020355973'"
O1503832,28-MAR-17,"select * from EFD.EFEBIL where org_c ='001' and TAKE_RJCT_BILL_NO ='020355973'"
O1503832,28-MAR-17,"select * from EFD.EFEBIL where org_c ='001' and TAKE_RJCT_BILL_NO ='081633318'"
O1503832,28-MAR-17,"select * from EFD.EFEBIL where org_c ='001' and TAKE_RJCT_BILL_NO ='081633318';"
O1503832,28-MAR-17,"select * from EFD.EFEBIL where org_c ='001' and TAKE_RJCT_BILL_NO ='081633318'"
O1503832,28-MAR-17,"SELECT *
FROM LID.LIT831
WHERE  ORG_C         =  '001'"
O1503832,28-MAR-17,"select 'ANY' from session_privs where privilege in ('SELECT ANY TABLE', 'ALTER A"
O1503832,28-MAR-17,"select 'DBA' from session_privs where privilege = 'SELECT ANY DICTIONARY'"
O1503832,28-MAR-17,"select 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG_ROLE', 'BE"
O1503832,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
